Date;Close;Open
01/05/2024;83.041;85.077
02/05/2024;85.817;84.449
03/05/2024;88.789;87.789
06/05/2024;92.14;89.39
07/05/2024;90.554;91.098
08/05/2024;90.412;89.4825
09/05/2024;88.747;90.529
10/05/2024;89.878;90.3045
13/05/2024;90.399;90.478
14/05/2024;91.356;89.599
15/05/2024;94.63;92.472
16/05/2024;94.359;94.91
17/05/2024;92.479;94.369
20/05/2024;94.78;93.75
21/05/2024;95.386;93.599
22/05/2024;94.95;95.459
23/05/2024;103.799;102.028
24/05/2024;106.469;104.449
28/05/2024;113.901;110.244
29/05/2024;114.825;113.05
30/05/2024;110.5;114.65
31/05/2024;109.633;112.52
03/06/2024;115;113.621
04/06/2024;116.437;115.716
05/06/2024;122.44;118.371
06/06/2024;120.998;124.048
07/06/2024;120.888;119.77
10/06/2024;121.79;120.37
11/06/2024;120.91;121.77
12/06/2024;125.2;123.06
13/06/2024;129.61;129.39
14/06/2024;131.88;129.96
17/06/2024;130.98;132.99
18/06/2024;135.58;131.14
20/06/2024;130.78;139.8
21/06/2024;126.57;127.12
24/06/2024;118.11;123.24
25/06/2024;126.09;121.2
26/06/2024;126.4;126.13
27/06/2024;123.99;124.1
28/06/2024;123.54;124.58
01/07/2024;124.3;123.47
02/07/2024;122.67;121.13
03/07/2024;128.28;121.66
05/07/2024;125.83;127.38
08/07/2024;128.2;127.49
09/07/2024;131.38;130.35
10/07/2024;134.91;134.03
11/07/2024;127.4;135.75
12/07/2024;129.24;128.26
15/07/2024;128.44;130.56
16/07/2024;126.36;128.44
17/07/2024;117.99;121.35
18/07/2024;121.09;121.85
19/07/2024;117.93;120.35
22/07/2024;123.54;120.35
23/07/2024;122.59;122.78
24/07/2024;114.25;119.17
25/07/2024;112.28;113.04
26/07/2024;113.06;116.19
29/07/2024;111.59;113.69
30/07/2024;103.73;111.52
31/07/2024;117.02;112.9
01/08/2024;109.21;117.53
02/08/2024;107.27;103.76
05/08/2024;100.45;92.06
06/08/2024;104.25;103.84
07/08/2024;98.91;107.81
08/08/2024;104.97;102
09/08/2024;104.75;105.64
12/08/2024;109.02;106.32
13/08/2024;116.14;112.44
14/08/2024;118.08;118.53
15/08/2024;122.86;118.76
16/08/2024;124.58;121.94
19/08/2024;130;124.28
20/08/2024;127.25;128.4
21/08/2024;128.5;127.315
22/08/2024;123.74;130.02
23/08/2024;129.37;125.86
26/08/2024;126.46;129.57
27/08/2024;128.3;125.05
28/08/2024;125.61;128.12
29/08/2024;117.59;121.355
30/08/2024;119.37;119.53
03/09/2024;108;116.01
04/09/2024;106.21;105.41
05/09/2024;107.21;104.985
06/09/2024;102.83;108.04
09/09/2024;106.47;104.88
10/09/2024;108.1;107.81
11/09/2024;116.91;109.39
12/09/2024;119.14;116.84
13/09/2024;119.1;119.08
16/09/2024;116.78;116.79
17/09/2024;115.59;118.17
18/09/2024;113.37;115.89
19/09/2024;117.87;117.35
20/09/2024;116;117.06
23/09/2024;116.26;116.55
24/09/2024;120.87;116.515
25/09/2024;123.51;122.02
26/09/2024;124.04;126.8
27/09/2024;121.4;123.97
30/09/2024;121.44;118.31
01/10/2024;117;121.765
02/10/2024;118.85;116.44
03/10/2024;122.85;120.92
04/10/2024;124.92;124.94
07/10/2024;127.72;124.99
08/10/2024;132.89;130.26
09/10/2024;132.65;134.11
10/10/2024;134.81;131.91
11/10/2024;134.8;134.01
14/10/2024;138.07;136.47
15/10/2024;131.6;137.87
16/10/2024;135.72;133.98
17/10/2024;136.93;139.34
18/10/2024;138;138.665
21/10/2024;143.71;138.13
22/10/2024;143.59;142.91
23/10/2024;139.56;142.03
24/10/2024;140.41;140.82
25/10/2024;141.54;140.93
28/10/2024;140.52;143
29/10/2024;141.25;140.285
30/10/2024;139.335;139.54
31/10/2024;132.76;137.6
01/11/2024;135.4;134.7
04/11/2024;136.05;137.21
05/11/2024;139.91;137.45
06/11/2024;145.61;142.96
07/11/2024;148.88;146.39
08/11/2024;147.63;148.77
11/11/2024;145.26;148.68
12/11/2024;148.29;146.78
13/11/2024;146.27;149.07
14/11/2024;146.76;147.64
15/11/2024;141.98;144.87
18/11/2024;140.15;139.5
19/11/2024;147.01;141.32
20/11/2024;145.89;147.41
21/11/2024;146.67;149.35
22/11/2024;141.95;145.93
25/11/2024;136.02;141.99
26/11/2024;136.92;137.7
27/11/2024;135.34;135.01
29/11/2024;138.25;136.78
02/12/2024;138.63;138.83
03/12/2024;140.26;138.26
04/12/2024;145.14;141.995
05/12/2024;145.06;145.11
06/12/2024;142.44;144.6
09/12/2024;138.81;138.97
10/12/2024;135.07;139.01
11/12/2024;139.31;137.36
12/12/2024;137.34;137.08
13/12/2024;134.25;138.94
16/12/2024;132;134.18
17/12/2024;130.39;129.09
18/12/2024;128.91;133.86
19/12/2024;130.68;131.76
20/12/2024;134.7;129.81
23/12/2024;139.67;136.28
24/12/2024;140.22;140
26/12/2024;139.93;139.7
27/12/2024;137.01;138.55
