Date;Close;Open
01/05/2024;439.19;428.6
02/05/2024;441.68;438.84
03/05/2024;451.96;445.93
06/05/2024;465.68;455.58
07/05/2024;468.24;466.29
08/05/2024;472.6;463.5
09/05/2024;475.42;470
10/05/2024;476.2;477.09
13/05/2024;468.01;472.75
14/05/2024;471.85;463.37
15/05/2024;481.54;474.98
16/05/2024;473.23;475
17/05/2024;471.91;470.83
20/05/2024;468.84;469.95
21/05/2024;464.63;467.12
22/05/2024;467.78;467.87
23/05/2024;465.78;472.88
24/05/2024;478.22;467.62
28/05/2024;479.92;476.575
29/05/2024;474.36;474.66
30/05/2024;467.05;471.67
31/05/2024;466.83;465.8
03/06/2024;477.49;470.86
04/06/2024;476.99;477
05/06/2024;495.06;484.45
06/06/2024;493.76;492.98
07/06/2024;492.96;495.91
10/06/2024;502.6;493.86
11/06/2024;507.47;500.16
12/06/2024;508.84;513.99
13/06/2024;504.1;505.71
14/06/2024;504.16;502.65
17/06/2024;506.63;501.67
18/06/2024;499.49;504.56
20/06/2024;501.7;502
21/06/2024;494.78;503.45
24/06/2024;498.91;499.2
25/06/2024;510.6;497.05
26/06/2024;513.12;506.645
27/06/2024;519.56;514.25
28/06/2024;504.22;517.15
01/07/2024;504.68;504.95
02/07/2024;509.5;500.76
03/07/2024;509.96;506.37
05/07/2024;539.91;511.6
08/07/2024;529.32;542.35
09/07/2024;530;533.75
10/07/2024;534.69;530.79
11/07/2024;512.7;530.89
12/07/2024;498.87;497.755
15/07/2024;496.16;498.63
16/07/2024;489.79;501.5
17/07/2024;461.99;479.17
18/07/2024;475.85;475
19/07/2024;476.79;476.06
22/07/2024;487.4;486.575
23/07/2024;488.69;489.84
24/07/2024;461.27;472.305
25/07/2024;453.41;463.26
26/07/2024;465.7;464.195
29/07/2024;465.71;469.88
30/07/2024;463.19;467
31/07/2024;474.83;471.02
01/08/2024;497.74;521
02/08/2024;488.14;489
05/08/2024;475.73;451.345
06/08/2024;494.09;479
07/08/2024;488.92;503.13
08/08/2024;509.63;497.5
09/08/2024;517.77;507.71
12/08/2024;515.95;516.86
13/08/2024;528.54;520.01
14/08/2024;526.76;528.06
15/08/2024;537.33;531.79
16/08/2024;527.42;531.9
19/08/2024;529.28;526.87
20/08/2024;526.73;528.35
21/08/2024;535.16;527.15
22/08/2024;531.93;537
23/08/2024;528;536.92
26/08/2024;521.12;527.6
27/08/2024;519.1;518.98
28/08/2024;516.78;517.675
29/08/2024;518.22;519.05
30/08/2024;521.31;521.35
03/09/2024;511.76;519.64
04/09/2024;512.74;506.07
05/09/2024;516.86;511.72
06/09/2024;500.27;521.88
09/09/2024;504.79;506.16
10/09/2024;504.79;508.16
11/09/2024;511.83;507.01
12/09/2024;525.6;517.05
13/09/2024;524.62;520.34
16/09/2024;533.28;524.54
17/09/2024;536.315;537.6
18/09/2024;537.95;537.065
19/09/2024;559.1;550
20/09/2024;561.35;560
23/09/2024;564.41;569.5
24/09/2024;563.33;566.68
25/09/2024;568.31;564.05
26/09/2024;567.84;575.73
27/09/2024;567.36;570.1
30/09/2024;572.44;567.7
01/10/2024;576.47;577.98
02/10/2024;572.81;574.86
03/10/2024;582.77;570.15
04/10/2024;595.94;583.73
07/10/2024;584.78;598.22
08/10/2024;592.89;589.69
09/10/2024;590.51;593.99
10/10/2024;583.83;587.57
11/10/2024;589.95;584.83
14/10/2024;590.42;594.22
15/10/2024;586.27;590.16
16/10/2024;576.79;581.395
17/10/2024;576.93;583.33
18/10/2024;576.47;581.1
21/10/2024;575.16;576.03
22/10/2024;582.01;574.29
23/10/2024;563.69;579.97
24/10/2024;567.78;567.125
25/10/2024;573.25;573.935
28/10/2024;578.16;582
29/10/2024;593.28;580.145
30/10/2024;591.8;600.98
31/10/2024;567.58;585
01/11/2024;567.16;567.605
04/11/2024;560.68;564.1
05/11/2024;572.43;567.305
06/11/2024;572.05;562.75
07/11/2024;591.7;576.89
08/11/2024;589.34;591.54
11/11/2024;583.17;586.36
12/11/2024;584.82;588.545
13/11/2024;580;582.605
14/11/2024;577.16;577
15/11/2024;554.08;571.22
18/11/2024;554.4;557.04
19/11/2024;561.09;551.86
20/11/2024;565.52;562.93
21/11/2024;563.09;569.52
22/11/2024;559.14;563.55
25/11/2024;565.11;562.1
26/11/2024;573.54;566
27/11/2024;569.2;574.89
29/11/2024;574.32;569
02/12/2024;592.83;577.5
03/12/2024;613.65;595
04/12/2024;613.78;612.96
05/12/2024;608.93;617.075
06/12/2024;623.77;610.1
09/12/2024;613.57;623.925
10/12/2024;619.32;617.56
11/12/2024;632.68;623.37
12/12/2024;630.79;631.5
13/12/2024;620.35;627.22
16/12/2024;624.24;629.975
17/12/2024;619.44;626.17
18/12/2024;597.19;621
19/12/2024;595.57;610.39
20/12/2024;585.25;590.58
23/12/2024;599.85;589.6
24/12/2024;607.75;602.715
26/12/2024;603.35;605.48
27/12/2024;599.81;599.41
30/12/2024;591.24;588.75
31/12/2024;585.51;592.265
02/01/2025;599.24;589.72
03/01/2025;604.63;604.76
06/01/2025;630.2;611.825
07/01/2025;617.89;631.7
08/01/2025;610.72;613.395
10/01/2025;615.86;610.03
13/01/2025;608.33;607.1
14/01/2025;594.25;605.065
15/01/2025;617.12;610.21
16/01/2025;611.3;611.5
17/01/2025;612.77;624.05
21/01/2025;616.46;617.825
22/01/2025;623.5;623.3
23/01/2025;636.45;627.36
24/01/2025;647.49;636.4
27/01/2025;659.88;626.61
28/01/2025;674.33;666
29/01/2025;676.49;675
30/01/2025;687;696.82
31/01/2025;689.18;691
03/02/2025;697.46;675.91
04/02/2025;704.19;702.5
05/02/2025;704.87;703.55
06/02/2025;711.99;705.88
07/02/2025;714.52;716.795
10/02/2025;717.4;718.56
11/02/2025;719.8;713.32
12/02/2025;725.38;715.3
13/02/2025;728.56;721.5197
14/02/2025;736.67;726.14
18/02/2025;716.37;736
19/02/2025;703.77;704.095
20/02/2025;694.84;697.275
21/02/2025;683.55;696.58
24/02/2025;668.13;686.28
25/02/2025;657.5;665.972
26/02/2025;673.7;659.65
27/02/2025;658.24;682.45
28/02/2025;668.2;658.04
03/03/2025;655.05;673.675
04/03/2025;640;645.51
05/03/2025;656.47;641
06/03/2025;627.93;648
07/03/2025;625.66;625.37
10/03/2025;597.99;608.07
11/03/2025;605.71;595.055
12/03/2025;619.56;629.9
13/03/2025;590.64;620.245
14/03/2025;607.6;602.805
17/03/2025;604.9;607.46
18/03/2025;582.36;600.05
19/03/2025;584.06;584.28
20/03/2025;586;582.755
21/03/2025;596.25;583.425
24/03/2025;618.85;614.97
25/03/2025;626.31;626.76
26/03/2025;610.98;624.89
27/03/2025;602.58;602
28/03/2025;576.74;600.31
31/03/2025;576.36;563.5
01/04/2025;586;570.84
02/04/2025;583.93;574.91
03/04/2025;531.62;546.22
04/04/2025;504.73;506.62
07/04/2025;516.25;485.1
08/04/2025;510.45;543.25
09/04/2025;585.77;509.265
10/04/2025;546.29;575.49
11/04/2025;543.57;535.505
14/04/2025;531.48;556.175
15/04/2025;521.52;532.105
16/04/2025;502.31;508.51
17/04/2025;501.48;505.25
21/04/2025;484.66;491.325
22/04/2025;500.28;491.87
23/04/2025;520.27;528.525
24/04/2025;533.15;518.73
25/04/2025;547.27;546.8
28/04/2025;549.74;555.64
29/04/2025;554.44;546
30/04/2025;549;538.4
01/05/2025;572.21;592.075
